extracted_date,priceUsd,priceUsd_shift,forecast
2023-03-28,27065.67065705673,,
2023-03-29,28118.212220963607,1052.5415639068779,
2023-03-30,28415.30473785868,297.09251689507437,
2023-03-31,28240.960478553636,-174.34425930504585,
2023-04-01,28503.413140715063,262.4526621614277,
2023-04-02,28348.953691494167,-154.4594492208962,
2023-04-03,28022.53299189918,-326.4206995949862,
2023-04-04,28109.395798735353,86.86280683617224,
2023-04-05,28388.481469291466,279.08567055611275,
2023-04-06,28069.005875981762,-319.475593309704,
2023-04-07,27990.57476196484,-78.43111401692295,
2023-04-08,28089.653892889783,99.07913092494346,
2023-04-09,28140.639772801624,50.98587991184104,
2023-04-10,28645.144269118937,504.50449631731317,
2023-04-11,30144.733821313243,1499.5895521943057,
2023-04-12,30039.77811015347,-104.95571115977145,
2023-04-13,30292.168710030248,252.39059987677683,
2023-04-14,30650.677738419898,358.50902838964976,
2023-04-15,30434.86393716639,-215.81380125350915,
2023-04-16,30393.85546984179,-41.008467324598314,
2023-04-17,29735.327354255118,-658.5281155866724,
2023-04-18,29980.323491810435,244.99613755531755,
2023-04-19,29599.232027827064,-381.0914639833718,
2023-04-20,28693.587108964028,-905.6449188630359,
2023-04-21,27989.452341456425,-704.1347675076031,
2023-04-22,27514.09172207578,-475.3606193806445,
2023-04-23,27697.619362670568,183.52764059478795,
2023-04-24,27571.814757561395,-125.80460510917328,
2023-04-25,27583.350432069383,11.535674507988006,
2023-04-26,28875.273458930642,1291.9230268612591,
2023-04-27,29169.99054432128,294.7170853906391,
2023-04-28,29360.849677705086,190.85913338380487,
2023-04-29,29400.277513361852,39.42783565676655,
2023-04-30,29482.779330948986,82.5018175871337,
2023-05-01,28480.66849275394,-1002.1108381950471,
2023-05-02,28305.97840405356,-174.69008870037942,
2023-05-03,28610.541248337562,304.5628442840025,
2023-05-04,29021.697026970094,411.155778632532,
2023-05-05,29307.214701742207,285.5176747721125,
2023-05-06,29274.176066004242,-33.038635737964796,
2023-05-07,29043.869765010215,-230.30630099402697,
2023-05-08,28012.195802356462,-1031.6739626537528,
2023-05-09,27673.42216598085,-338.7736363756121,
2023-05-10,27762.66234115142,89.24017517056927,
2023-05-11,27307.234738762938,-455.4276023884813,
2023-05-12,26523.12847782302,-784.1062609399196,
2023-05-13,26896.081518370658,372.95304054763983,
2023-05-14,26926.755851553327,30.674333182669216,
2023-05-15,27339.98207514788,413.2262235945527,
2023-05-16,27081.448056402027,-258.53401874585325,
2023-05-17,27011.056822139177,-70.39123426285005,
2023-05-18,27155.42625550606,144.36943336688273,
2023-05-19,26873.985030890704,-281.44122461535517,
2023-05-20,26955.668953605575,81.68392271487028,
2023-05-21,26987.781902832532,32.112949226957426,
2023-05-22,26818.864338286647,-168.9175645458854,
2023-05-23,27253.263521014018,434.3991827273712,
2023-05-24,26628.135707260004,-625.1278137540139,
2023-05-25,26305.300779709025,-322.83492755097905,
2023-05-26,26578.959792925885,273.65901321686033,
2023-05-27,26728.631633633566,149.67184070768053,
2023-05-28,27305.345272464565,576.7136388309991,
2023-05-29,27862.827589120072,557.482316655507,
2023-05-30,27799.558736362047,-63.26885275802488,
2023-05-31,27236.207514667556,-563.351221694491,
2023-06-01,26934.801715738467,-301.40579892908863,
2023-06-02,27090.674512191166,155.87279645269882,
2023-06-03,27178.723212903962,88.04870071279583,
2023-06-04,27189.659855179554,10.936642275592021,
2023-06-05,26458.157664658913,-731.5021905206413,
2023-06-06,26129.311159105662,-328.8465055532506,
2023-06-07,26720.355322337833,591.0441632321708,
2023-06-08,26495.83437576875,-224.5209465690823,
2023-06-09,26538.97029698477,43.135921216020506,
2023-06-10,25894.217078133006,-644.7532188517653,
2023-06-11,25903.23903250009,9.021954367082799,
2023-06-12,25902.520885733105,-0.7181467669834092,
2023-06-13,26010.07229112302,107.55140538991327,
2023-06-14,25848.24491220474,-161.82737891827855,
2023-06-15,25118.21292994843,-730.0319822563106,
2023-06-16,25779.045105374196,660.8321754257668,
2023-06-17,26499.443196528413,720.3980911542167,
2023-06-18,26576.913142962374,77.46994643396101,
2023-06-19,26530.57908770179,-46.33405526058414,
2023-06-20,27191.112455426894,660.5333677251037,
2023-06-21,29250.09008943964,2058.9776340127464,
2023-06-22,30076.98817843601,826.8980889963714,
2023-06-23,30331.428033590182,254.4398551541708,
2023-06-24,30648.92907739598,317.50104380579796,
2023-06-25,30641.192440452756,-7.736636943223857,
2023-06-26,30290.207644594164,-350.9847958585924,
2023-06-27,30552.79810568755,262.5904610933867,
2023-06-28,30312.543957844086,-240.25414784346503,
2023-06-29,30411.923385227845,99.37942738375932,
2023-06-30,30573.56366694558,161.6402817177368,
2023-07-01,30519.933569734934,-53.630097210647364,
2023-07-02,30561.68824885733,41.75467912239401,
2023-07-03,30831.73413807628,270.04588921895265,
2023-07-04,30997.73003509005,165.99589701377045,
2023-07-05,30611.05462552918,-386.6754095608703,
2023-07-06,30526.95560914483,-84.09901638435258,
2023-07-07,30205.64443681762,-321.3111723272086,
2023-07-08,30256.27453073344,50.63009391582091,
2023-07-09,30307.30766391488,51.033133181437734,
2023-07-10,30283.886248542283,-23.42141537259522,
2023-07-11,30519.889069337074,236.00282079479075,
2023-07-12,30601.449077543286,81.56000820621193,
2023-07-13,30733.114276532287,131.6651989890015,
2023-07-14,31028.631487121223,295.517210588936,
2023-07-15,30357.207975446378,-671.4235116748459,
2023-07-16,30353.999009012055,-3.2089664343220647,
2023-07-17,30213.378957771467,-140.6200512405885,
2023-07-18,29977.099234249323,-236.2797235221442,
2023-07-19,30011.887216631836,34.78798238251329,
2023-07-20,30023.155901831364,11.268685199527681,
2023-07-21,29880.525430011854,-142.6304718195097,
2023-07-22,29913.614350021602,33.08892000974811,
2023-07-23,29985.502489393995,71.8881393723932,
2023-07-24,29472.14746470058,-513.3550246934137,
2023-07-25,29204.049274538127,-268.09819016245456,
2023-07-26,29304.466108545123,100.41683400699549,
2023-07-27,29373.06413456343,68.59802601830597,
2023-07-28,29277.999524474682,-95.06461008874612,
2023-07-29,29358.816073878294,80.81654940361113,
2023-07-30,29348.71092834221,-10.105145536083,
2023-07-31,29346.35478824883,-2.3561400933795085,
2023-08-01,29024.87969374712,-321.4750945017113,
2023-08-02,29435.910748640723,411.03105489360314,
2023-08-03,29178.86100137416,-257.0497472665629,
2023-08-04,29166.19708166107,-12.663919713089854,
2023-08-05,29076.610233116233,-89.58684854483727,
2023-08-06,29089.583768599492,12.973535483259184,
2023-08-07,29071.96052022369,-17.623248375803087,
2023-08-08,29451.00613633042,379.04561610673045,
2023-08-09,29709.95477820234,258.9486418719207,
2023-08-10,29497.299965291873,-212.65481291046672,
2023-08-11,29397.48215898467,-99.81780630720459,
2023-08-12,29425.95877461085,28.47661562617941,
2023-08-13,29408.991226716214,-16.967547894633753,
2023-08-14,29386.53922276063,-22.452003955582768,
2023-08-15,29321.70980580782,-64.82941695281261,
2023-08-16,29112.522295496467,-209.18751031135253,
2023-08-17,28196.22696215382,-916.2953333426449,
2023-08-18,26325.87367291567,-1870.3532892381518,
2023-08-19,26040.455501175693,-285.41817173997697,
2023-08-20,26169.668313066417,129.21281189072397,
2023-08-21,26086.870846762446,-82.7974663039713,
2023-08-22,25996.167855869022,-90.7029908934237,
2023-08-23,26182.397438627915,186.22958275889323,
2023-08-24,26300.197318664224,117.79988003630933,
2023-08-25,26066.138155721055,-234.0591629431692,
2023-08-26,26061.57805122584,-4.560104495216365,
2023-08-27,26103.978767105866,42.40071588002684,
2023-08-28,26047.43010312445,-56.5486639814153,
2023-08-29,26708.73882161075,661.3087184862998,
2023-08-30,27362.30577668219,653.566955071441,
2023-08-31,26887.817636100175,-474.48814058201606,
2023-09-01,25912.030347117678,-975.7872889824976,
2023-09-02,25878.385810549586,-33.64453656809201,
2023-09-03,25969.55023601206,91.16442546247345,
2023-09-04,25908.67677576743,-60.873460244627495,
2023-09-05,25733.272292563153,-175.40448320427822,
2023-09-06,25727.001214472337,-6.271078090816445,
2023-09-07,25839.015823169528,112.01460869719085,
2023-09-08,26030.24780727644,191.2319841069111,
2023-09-09,25898.289260945734,-131.95854633070485,
2023-09-10,25858.694403060927,-39.594857884807425,
2023-09-11,25511.775275063825,-346.9191279971019,
2023-09-12,25879.17683482886,367.4015597650359,
2023-09-13,26096.87886280153,217.7020279726712,
2023-09-14,26446.33629292976,349.4574301282264,
2023-09-15,26510.431435171628,64.09514224186933,
2023-09-16,26577.192234003025,66.76079883139755,
2023-09-17,26555.032194126965,-22.160039876060182,
2023-09-18,26864.217294582046,309.1851004550808,
2023-09-19,27054.384755836123,190.16746125407735,
2023-09-20,27132.73868529258,78.35392945645799,
2023-09-21,26783.639029186994,-349.0996561055872,
2023-09-22,26624.862568072185,-158.77646111480863,
2023-09-23,26614.369469726218,-10.493098345967155,
2023-09-24,26617.39117353389,3.0217038076734752,
2023-09-25,26217.435890587716,-399.95528294617543,
2023-09-26,26248.019356210694,30.58346562297811,
2023-09-27,26321.93613219094,73.91677598024398,
2023-09-28,26670.837709345826,348.9015771548875,
2023-09-29,26962.02687565163,291.189166305805,
2023-09-30,26986.288135184837,24.261259533206612,
2023-10-01,27186.357657040662,200.06952185582486,
2023-10-02,28052.2728035314,865.9151464907372,
2023-10-03,27487.872201561917,-564.4006019694825,
2023-10-04,27521.170496416664,33.29829485474693,
2023-10-05,27646.422524206846,125.25202779018218,
2023-10-06,27723.426718984538,77.00419477769174,
2023-10-07,27974.03681623555,250.61009725101394,
2023-10-08,27977.071301278887,3.034485043335735,
2023-10-09,27705.078687491507,-271.99261378738083,
2023-10-10,27546.937341025234,-158.1413464662728,
2023-10-11,27039.878617797094,-507.05872322813957,
2023-10-12,26781.297767138043,-258.58085065905107,
2023-10-13,26829.77863533956,48.480868201517296,
2023-10-14,26905.395092440045,75.6164571004847,
2023-10-15,26978.44307445885,73.04798201880476,
2023-10-16,27920.0497840546,941.6067095957515,
2023-10-17,28406.50700621753,486.4572221629278,
2023-10-18,28425.93903847884,19.43203226130936,
2023-10-19,28501.621205109524,75.68216663068597,
2023-10-20,29441.776038282278,940.1548331727536,
2023-10-21,29809.06780673726,367.29176845498296,
2023-10-22,29932.512032361563,123.44422562430191,
2023-10-23,30903.001737065286,970.489704703723,
2023-10-24,34091.93832463646,3188.9365875711737,
2023-10-25,34343.047111754946,251.10878711848636,
2023-10-26,34350.93922146596,7.8921097110142,
2023-10-27,33985.14722644572,-365.7919950202413,
2023-10-28,34123.272285098064,138.12505865234561,
2023-10-29,34354.8022947672,231.53000966913532,
2023-10-30,34471.32752463221,116.52522986500844,
2023-10-31,34413.30705547059,-58.02046916161635,
2023-11-01,34607.06773551809,193.76068004749686,
2023-11-02,35177.383245801226,570.315510283137,
2023-11-03,34563.55324655711,-613.8299992441171,
2023-11-04,34826.454637463554,262.90139090644516,
2023-11-05,35110.821710384334,284.36707292078063,
2023-11-06,35040.07420178952,-70.74750859481719,
2023-11-07,34994.8558604561,-45.21834133342054,
2023-11-08,35415.11340404325,420.25754358715494,
2023-11-09,36619.79699799135,1204.6835939480952,
2023-11-10,36956.06559291448,336.2685949231309,
2023-11-11,37121.57869487293,165.51310195845144,
2023-11-12,37125.92401589405,4.3453210211228,
2023-11-13,36908.286422419726,-217.63759347432642,
2023-11-14,36251.009719525246,-657.27670289448,
2023-11-15,36287.79567099259,36.78595146734733,
2023-11-16,36969.480861970864,681.6851909782708,
2023-11-17,36391.598430055106,-577.8824319157575,
2023-11-18,36557.96077213887,166.36234208376118,
2023-11-19,36725.44162973429,167.480857595423,
2023-11-20,37331.28317035529,605.841540620997,
2023-11-21,37167.264826681356,-164.01834367393167,
2023-11-22,36682.488892850495,-484.7759338308606,
2023-11-23,37337.993386221184,655.5044933706886,
2023-11-24,37666.16284690661,328.16946068542893,
2023-11-25,37789.37019964843,123.20735274181789,
2023-11-26,37630.627540139234,-158.74265950919653,
2023-11-27,37189.32504537758,-441.30249476165045,
2023-11-28,37460.903592616465,271.5785472388816,
2023-11-29,37969.44098051009,508.5373878936225,
2023-11-30,37802.66282640193,-166.77815410815674,
2023-12-01,38421.58980693087,618.9269805289368,
2023-12-02,38922.40317174202,500.8133648111543,
2023-12-03,39555.53805398946,633.1348822474392,39036.35858825633
2023-12-04,41426.61371486471,1871.075660875249,39699.60199933455
2023-12-05,42395.445551719684,968.8318368549735,41852.35955402621
2023-12-06,43890.296079864456,1494.8505281447724,42615.89421235549
2023-12-07,43576.42240689055,-313.873672973903,44230.43539428871
2023-12-08,43676.234025580605,99.81161869005155,43505.00337607035
2023-12-09,44063.22247936695,386.98845378634724,43698.945229753605
2023-12-10,43867.33536921024,-195.88711015671288,44151.27809755933
2023-12-11,41962.51249079822,-1904.822878412022,43822.763081815094
2023-12-12,41553.54977181301,-408.9627189852108,41529.08778661271
2023-12-13,41635.00490929467,81.45513748166559,41460.494114246125
2023-12-14,42880.07368684009,1245.0687775454207,41653.539267143635
2023-12-15,42506.960072025526,-373.113614814567,43163.37749041899
2023-12-16,42324.92627403994,-182.03379798558308,42422.06154420891
2023-12-17,41986.79677391399,-338.12950012594956,42283.50617879758
2023-12-18,41423.46869757516,-563.328076338832,41909.858555547646
2023-12-19,42723.59460568354,1300.1259081083772,41295.28864072384
2023-12-20,43187.19257762926,463.59797194572457,43019.42614651192
2023-12-21,43746.60200743298,559.4094298037162,43292.679978126616
2023-12-22,43835.871814242506,89.26980680952693,43873.89041276408
2023-12-23,43745.376661951625,-90.49515229088138,43856.18432731006
2023-12-24,43694.1889016889,-51.187760262720985,
2023-12-25,43390.68813610748,-303.5007655814261,
2023-12-26,42756.76840543386,-633.9197306736169,
2023-12-27,42872.32733773448,115.55893230062065,
2023-12-28,42975.6724065153,103.34506878082175,
2023-12-29,42476.73885213883,-498.9335543764755,
2023-12-30,42186.16455400817,-290.5742981306539,
2023-12-31,42508.998722588636,322.8341685804626,
2024-01-01,42882.024132451275,373.0254098626392,
2024-01-02,45295.37937610983,2413.3552436585524,
2024-01-03,43982.97584035695,-1312.4035357528774,
2024-01-04,43541.285364934934,-441.6904754220159,
2024-01-05,43824.23283534158,282.94747040664515,
2024-01-06,43904.42090837373,80.18807303214999,
2024-01-07,44154.020768980066,249.59986060633673,
2024-01-08,44899.6724598853,745.651690905237,
2024-01-09,46672.60444662416,1772.931986738855,
2024-01-10,45846.97689822836,-825.6275483958016,
2024-01-11,46600.252008855256,753.2751106268988,
2024-01-12,45135.59076556117,-1464.661243294082,
2024-01-13,42920.97441508259,-2214.61635047858,
2024-01-14,42835.464116824,-85.51029825859587,
2024-01-15,42642.977318274694,-192.48679854930378,
2024-01-16,42954.15774202454,311.1804237498436,
2024-01-17,42734.1413839471,-220.01635807743878,
2024-01-18,42249.76894934553,-484.37243460156606,
2024-01-19,41292.945646461754,-956.8233028837785,
2024-01-20,41644.209242028606,351.263595566852,
2024-01-21,41752.70361633571,108.49437430710532,
2024-01-22,40750.551116992756,-1002.1524993429557,
2024-01-23,39426.28887975897,-1324.2622372337864,
2024-01-24,39923.07790320581,496.7890234468432,
2024-01-25,39959.22518891172,36.14728570590523,
2024-01-26,40944.02303676326,984.7978478515433,
2024-01-27,41869.64347223588,925.6204354726215,
2024-01-28,42308.22633560555,438.5828633696656,
2024-01-29,42501.13527175021,192.9089361446604,
2024-01-30,43433.55390519861,932.4186334484039,
2024-01-31,42929.74975136122,-503.80415383739455,
2024-02-01,42449.506145584666,-480.2436057765517,
2024-02-02,43068.416556214055,618.9104106293889,
2024-02-03,43119.77289503753,51.35633882347611,
2024-02-04,42921.89819104962,-197.87470398790902,
2024-02-05,42777.971595579555,-143.9265954700677,
2024-02-06,42945.81709175545,167.845496175898,
2024-02-07,43269.36462386412,323.54753210867057,
2024-02-08,44888.88945715152,1619.5248332873962,
2024-02-09,46754.94759594141,1866.0581387898928,
2024-02-10,47333.90407420046,578.956478259046,
2024-02-11,48113.86175337972,779.9576791792642,
2024-02-12,48749.67339125886,635.8116378791383,
2024-02-13,49622.370785279,872.6973940201424,
2024-02-14,50836.5301554887,1214.1593702096943,
2024-02-15,52093.35437346584,1256.8242179771405,
2024-02-16,52056.76185276308,-36.59252070276125,
2024-02-17,51666.650449224624,-390.1114035384526,
2024-02-18,51783.74914397053,117.0986947459096,
2024-02-19,52150.02061453206,366.271470561529,
2024-02-20,51895.21671375752,-254.80390077453922,
2024-02-21,51502.88860605675,-392.3281077007705,
2024-02-22,51599.69703113767,96.80842508091882,
2024-02-23,51116.48746782348,-483.2095633141944,
2024-02-24,51214.12604073647,97.63857291299064,
2024-02-25,51698.238915670976,484.112874934508,
2024-02-26,52328.373136686205,630.1342210152288,
2024-02-27,56480.03409652223,4151.660959836023,
2024-02-28,59281.75587981872,2801.721783296489,
2024-02-29,62076.961309917795,2795.2054300990785,
2024-03-01,61884.40003391597,-192.56127600182663,
2024-03-02,62041.61460656907,157.21457265310164,
2024-03-03,62254.48471934088,212.87011277180864,
2024-03-04,65368.146397825425,3113.6616784845464,
2024-03-05,66243.37145875205,875.2250609266266,
2024-03-06,65975.32658307313,-268.0448756789265,
2024-03-07,66864.72654435075,889.3999612776242,
2024-03-08,67809.13000307302,944.4034587222704,
2024-03-09,68444.12017265387,634.9901695808512,
2024-03-10,69421.27959831347,977.1594256596,
2024-03-11,70994.08208688362,1572.8024885701452,
2024-03-12,71694.13442017732,700.0523332937009,
2024-03-13,72745.5004089688,1051.3659887914837,
2024-03-14,72217.45104147715,-528.0493674916506,
2024-03-15,68636.73535874429,-3580.715682732858,
2024-03-16,68280.13945103079,-356.59590771350486,
2024-03-17,67075.36684270803,-1204.7726083227608,
2024-03-18,67803.76990305074,728.4030603427091,
2024-03-19,64392.559734012175,-3411.2101690385607,
2024-03-20,63887.775989904745,-504.7837441074298,
2024-03-21,66707.02170797437,2819.245718069629,
2024-03-22,64714.695335888755,-1992.3263720856194,
2024-03-23,64691.93314506149,-22.76219082726311,
2024-03-24,65329.93767790464,638.0045328431515,
2024-03-25,68340.51540470727,3010.5777268026286,
